CREATE TABLE Customer (
    CustomerID INT PRIMARY KEY,
    Name VARCHAR(100),
    Age INT,
    Gender VARCHAR(10),
    SubscriptionType VARCHAR(20),
    SubscriptionDate DATE,
    LastLoginDate DATE,
    TotalSessions INT,
    FeedbackScore INT,
    IsChurned INT
);



INSERT INTO Customer VALUES (1, 'Mahesh Gupta_1', 24, 'Male', 'Premium', '2024-01-18', '2026-03-13', 113, 2, 0);
INSERT INTO Customer VALUES (10288, 'Vikas Kumar_10288', 54, 'Male', 'Standard', '2026-02-03', '2026-04-16', 247, 1, 1);
INSERT INTO Customer VALUES (10289, 'Vihaan Yadav_10289', 67, 'Other', 'Standard', '2024-10-12', '2026-02-03', 69, 5, 1);
INSERT INTO Customer VALUES (10290, 'Priya Shah_10290', 47, 'Other', 'Standard', '2026-01-11', '2026-02-07', 249, 2, 0);
INSERT INTO Customer VALUES (10291, 'Krishna Nair_10291', 68, 'Other', 'Premium', '2024-08-02', '2026-02-26', 406, 3, 1);
INSERT INTO Customer VALUES (10292, 'Sneha Agarwal_10292', 41, 'Male', 'Standard', '2024-09-03', '2026-04-15', 29, 1, 1);
INSERT INTO Customer VALUES (10293, 'Rahul Reddy_10293', 35, 'Female', 'Basic', '2025-12-31', '2026-04-11', 295, 4, 0);
INSERT INTO Customer VALUES (10294, 'Saanvi Iyer_10294', 31, 'Other', 'Standard', '2024-02-29', '2026-01-24', 2, 5, 0);
INSERT INTO Customer VALUES (10295, 'Mahesh Chauhan_10295', 24, 'Other', 'Premium', '2024-04-29', '2026-01-19', 209, 5, 0);
INSERT INTO Customer VALUES (10296, 'Reyansh Singh_10296', 52, 'Other', 'Premium', '2026-03-25', '2026-02-19', 240, 1, 1);
INSERT INTO Customer VALUES (10297, 'Sneha Chauhan_10297', 18, 'Male', 'Basic', '2023-11-09', '2026-03-05', 156, 2, 0);
INSERT INTO Customer VALUES (10298, 'Ira Pillai_10298', 19, 'Female', 'Premium', '2023-12-20', '2026-02-23', 305, 5, 0);
INSERT INTO Customer VALUES (10299, 'Saanvi Pillai_10299', 63, 'Other', 'Standard', '2025-04-29', '2026-04-06', 61, 5, 1);
INSERT INTO Customer VALUES (10300, 'Vihaan Iyer_10300', 46, 'Male', 'Standard', '2024-03-25', '2026-03-20', 432, 2, 1);
INSERT INTO Customer VALUES (10301, 'Arjun Pillai_10301', 19, 'Female', 'Premium', '2024-10-29', '2026-02-22', 67, 1, 0);
INSERT INTO Customer VALUES (10302, 'Navya Verma_10302', 61, 'Male', 'Standard', '2023-08-28', '2026-03-17', 275, 1, 0);
INSERT INTO Customer VALUES (10303, 'Kavya Gupta_10303', 47, 'Male', 'Premium', '2025-05-31', '2026-03-05', 331, 4, 0);
INSERT INTO Customer VALUES (10304, 'Deepak Patel_10304', 42, 'Male', 'Premium', '2025-11-20', '2026-02-14', 287, 3, 0);
INSERT INTO Customer VALUES (10305, 'Ishaan Joshi_10305', 33, 'Male', 'Premium', '2023-09-05', '2026-01-30', 400, 2, 1);
INSERT INTO Customer VALUES (10306, 'Aarav Kapoor_10306', 24, 'Male', 'Premium', '2024-04-09', '2026-02-13', 374, 3, 0);
INSERT INTO Customer VALUES (10307, 'Aanya Agarwal_10307', 19, 'Other', 'Basic', '2024-08-01', '2026-04-19', 33, 1, 0);
INSERT INTO Customer VALUES (10308, 'Aditya Verma_10308', 40, 'Other', 'Standard', '2024-05-23', '2026-02-23', 86, 4, 1);
INSERT INTO Customer VALUES (10309, 'Nitin Joshi_10309', 26, 'Other', 'Standard', '2025-10-06', '2026-03-15', 219, 3, 0);
INSERT INTO Customer VALUES (10310, 'Sai Chauhan_10310', 42, 'Male', 'Premium', '2023-09-07', '2026-04-21', 478, 3, 0);
INSERT INTO Customer VALUES (10311, 'Anika Pandya_10311', 21, 'Male', 'Premium', '2024-01-01', '2026-04-27', 217, 1, 1);
INSERT INTO Customer VALUES (10312, 'Mahesh Desai_10312', 30, 'Female', 'Standard', '2024-07-30', '2026-04-06', 32, 4, 0);
INSERT INTO Customer VALUES (10313, 'Amit Chatterjee_10313', 35, 'Female', 'Premium', '2025-11-04', '2026-02-07', 467, 5, 1);
INSERT INTO Customer VALUES (10314, 'Diya Kapoor_10314', 62, 'Male', 'Premium', '2025-05-18', '2026-03-09', 382, 1, 1);
INSERT INTO Customer VALUES (10315, 'Sneha Kumar_10315', 31, 'Male', 'Basic', '2026-03-10', '2026-03-01', 205, 3, 1);
INSERT INTO Customer VALUES (10316, 'Riya Desai_10316', 57, 'Female', 'Standard', '2024-01-28', '2026-01-21', 91, 1, 0);
INSERT INTO Customer VALUES (10317, 'Alok Yadav_10317', 26, 'Male', 'Premium', '2025-05-25', '2026-03-03', 182, 2, 0);
INSERT INTO Customer VALUES (10318, 'Nisha Iyer_10318', 42, 'Female', 'Standard', '2025-05-06', '2026-02-18', 292, 3, 0);
INSERT INTO Customer VALUES (10319, 'Pari Ghosh_10319', 22, 'Male', 'Standard', '2023-10-18', '2026-04-18', 161, 2, 0);
INSERT INTO Customer VALUES (10320, 'Karan Mishra_10320', 53, 'Other', 'Basic', '2024-09-24', '2026-01-27', 64, 5, 0);
INSERT INTO Customer VALUES (10321, 'Neha Ghosh_10321', 40, 'Male', 'Premium', '2024-02-18', '2026-01-22', 69, 3, 0);
INSERT INTO Customer VALUES (10322, 'Anika Verma_10322', 56, 'Other', 'Basic', '2024-12-20', '2026-03-08', 83, 1, 1);
INSERT INTO Customer VALUES (10323, 'Vikas Agarwal_10323', 66, 'Female', 'Standard', '2024-05-29', '2026-04-08', 223, 5, 0);
INSERT INTO Customer VALUES (10324, 'Vihaan Shah_10324', 36, 'Male', 'Standard', '2024-03-17', '2026-04-16', 435, 2, 0);
INSERT INTO Customer VALUES (10325, 'Suresh Menon_10325', 29, 'Male', 'Standard', '2025-08-26', '2026-03-16', 307, 5, 1);
INSERT INTO Customer VALUES (10326, 'Diya Nair_10326', 28, 'Female', 'Basic', '2023-09-05', '2026-03-09', 361, 3, 0);
INSERT INTO Customer VALUES (10327, 'Kavya Naidu_10327', 62, 'Other', 'Basic', '2026-03-02', '2026-03-01', 411, 4, 0);
INSERT INTO Customer VALUES (10328, 'Vihaan Sharma_10328', 60, 'Other', 'Standard', '2025-03-08', '2026-01-30', 237, 5, 0);
INSERT INTO Customer VALUES (10329, 'Neha Nair_10329', 38, 'Other', 'Basic', '2026-03-07', '2026-03-04', 446, 4, 0);
INSERT INTO Customer VALUES (10330, 'Vihaan Nair_10330', 64, 'Female', 'Standard', '2025-11-14', '2026-03-04', 91, 3, 1);
INSERT INTO Customer VALUES (10331, 'Vihaan Das_10331', 56, 'Male', 'Premium', '2024-12-27', '2026-01-18', 370, 3, 0);
INSERT INTO Customer VALUES (10332, 'Ankit Shetty_10332', 43, 'Female', 'Premium', '2025-03-25', '2026-04-12', 218, 2, 1);
INSERT INTO Customer VALUES (10333, 'Pari Desai_10333', 52, 'Male', 'Basic', '2023-11-17', '2026-03-25', 86, 3, 1);
INSERT INTO Customer VALUES (10334, 'Rohan Ghosh_10334', 49, 'Male', 'Basic', '2024-03-05', '2026-04-14', 154, 3, 0);
INSERT INTO Customer VALUES (10335, 'Nitin Mishra_10335', 26, 'Other', 'Standard', '2024-11-08', '2026-04-04', 112, 2, 1);
INSERT INTO Customer VALUES (10336, 'Ankit Reddy_10336', 20, 'Male', 'Standard', '2023-11-30', '2026-02-12', 124, 4, 0);
INSERT INTO Customer VALUES (10337, 'Anaya Desai_10337', 31, 'Male', 'Basic', '2025-01-23', '2026-01-29', 457, 2, 0);
INSERT INTO Customer VALUES (10338, 'Simran Verma_10338', 33, 'Other', 'Standard', '2024-01-26', '2026-03-16', 119, 3, 1);
INSERT INTO Customer VALUES (10339, 'Anaya Nair_10339', 47, 'Other', 'Basic', '2023-11-08', '2026-01-22', 163, 2, 1);
INSERT INTO Customer VALUES (10340, 'Pari Menon_10340', 62, 'Male', 'Premium', '2026-02-23', '2026-04-04', 255, 5, 0);
INSERT INTO Customer VALUES (10341, 'Pooja Naidu_10341', 28, 'Male', 'Basic', '2025-07-30', '2026-04-15', 330, 5, 0);
INSERT INTO Customer VALUES (10342, 'Nitin Kumar_10342', 30, 'Female', 'Premium', '2023-08-13', '2026-01-22', 354, 4, 0);
INSERT INTO Customer VALUES (10343, 'Anaya Jain_10343', 31, 'Female', 'Premium', '2024-08-17', '2026-01-23', 44, 3, 0);
INSERT INTO Customer VALUES (10344, 'Deepak Patel_10344', 56, 'Other', 'Standard', '2025-10-28', '2026-03-10', 178, 5, 0);
INSERT INTO Customer VALUES (10345, 'Anika Reddy_10345', 27, 'Other', 'Premium', '2024-02-11', '2026-03-06', 101, 4, 1);
INSERT INTO Customer VALUES (10346, 'Reyansh Desai_10346', 35, 'Female', 'Standard', '2023-12-29', '2026-01-22', 151, 2, 1);
INSERT INTO Customer VALUES (10347, 'Deepak Iyer_10347', 62, 'Male', 'Basic', '2023-11-19', '2026-04-02', 492, 1, 0);
INSERT INTO Customer VALUES (10348, 'Rohan Jain_10348', 38, 'Male', 'Standard', '2025-02-22', '2026-04-19', 371, 3, 0);
INSERT INTO Customer VALUES (10349, 'Pooja Nair_10349', 56, 'Other', 'Premium', '2026-03-26', '2026-03-04', 232, 2, 1);
INSERT INTO Customer VALUES (10350, 'Navya Naidu_10350', 20, 'Female', 'Basic', '2024-10-18', '2026-01-19', 500, 4, 1);
INSERT INTO Customer VALUES (10351, 'Aadhya Mishra_10351', 54, 'Male', 'Basic', '2024-05-06', '2026-02-11', 400, 2, 0);
INSERT INTO Customer VALUES (10352, 'Amit Trivedi_10352', 25, 'Female', 'Basic', '2026-02-09', '2026-03-30', 489, 3, 0);
INSERT INTO Customer VALUES (10353, 'Vihaan Mishra_10353', 68, 'Female', 'Basic', '2024-01-15', '2026-01-22', 8, 2, 0);
INSERT INTO Customer VALUES (10354, 'Neha Shah_10354', 27, 'Other', 'Premium', '2024-06-27', '2026-03-18', 371, 5, 0);
INSERT INTO Customer VALUES (10355, 'Pari Jain_10355', 49, 'Female', 'Basic', '2024-04-22', '2026-02-19', 194, 5, 1);
INSERT INTO Customer VALUES (10356, 'Meera Gupta_10356', 46, 'Male', 'Standard', '2024-12-27', '2026-02-25', 211, 4, 0);
INSERT INTO Customer VALUES (10357, 'Sai Gupta_10357', 22, 'Male', 'Standard', '2023-12-26', '2026-03-25', 235, 5, 1);
INSERT INTO Customer VALUES (10358, 'Ishaan Menon_10358', 22, 'Male', 'Standard', '2024-04-13', '2026-02-23', 339, 3, 1);
INSERT INTO Customer VALUES (10359, 'Meera Jain_10359', 21, 'Female', 'Basic', '2024-06-10', '2026-02-25', 45, 3, 0);
INSERT INTO Customer VALUES (10360, 'Arjun Kulkarni_10360', 59, 'Female', 'Standard', '2025-12-12', '2026-04-07', 321, 1, 0);
INSERT INTO Customer VALUES (10361, 'Suresh Desai_10361', 48, 'Other', 'Standard', '2025-03-23', '2026-04-05', 458, 2, 0);
INSERT INTO Customer VALUES (10362, 'Saanvi Kulkarni_10362', 40, 'Female', 'Premium', '2023-10-29', '2026-03-06', 161, 4, 1);
INSERT INTO Customer VALUES (10363, 'Suresh Nair_10363', 20, 'Female', 'Premium', '2025-03-08', '2026-02-12', 285, 5, 0);
INSERT INTO Customer VALUES (10364, 'Pari Reddy_10364', 27, 'Female', 'Basic', '2023-12-20', '2026-01-20', 205, 5, 0);
INSERT INTO Customer VALUES (10365, 'Ankit Sharma_10365', 53, 'Female', 'Basic', '2023-11-01', '2026-03-02', 277, 1, 0);
INSERT INTO Customer VALUES (10366, 'Anaya Iyer_10366', 61, 'Male', 'Basic', '2025-03-23', '2026-02-22', 107, 2, 1);
INSERT INTO Customer VALUES (10367, 'Navya Naidu_10367', 26, 'Male', 'Premium', '2026-01-03', '2026-02-12', 137, 4, 1);
INSERT INTO Customer VALUES (10368, 'Riya Reddy_10368', 53, 'Female', 'Standard', '2024-10-15', '2026-01-25', 416, 3, 0);
INSERT INTO Customer VALUES (10369, 'Sai Reddy_10369', 31, 'Female', 'Standard', '2025-07-13', '2026-02-03', 416, 3, 1);
INSERT INTO Customer VALUES (10370, 'Nitin Singh_10370', 53, 'Other', 'Basic', '2024-08-27', '2026-03-31', 289, 1, 0);
INSERT INTO Customer VALUES (10371, 'Kavya Chauhan_10371', 20, 'Male', 'Basic', '2024-02-07', '2026-02-09', 266, 1, 0);
INSERT INTO Customer VALUES (10372, 'Karan Desai_10372', 45, 'Male', 'Premium', '2026-03-09', '2026-04-01', 446, 2, 0);
INSERT INTO Customer VALUES (10373, 'Sai Mishra_10373', 41, 'Female', 'Basic', '2024-02-23', '2026-03-23', 329, 2, 1);
INSERT INTO Customer VALUES (10374, 'Aanya Shetty_10374', 46, 'Male', 'Standard', '2024-09-03', '2026-04-10', 387, 2, 0);
INSERT INTO Customer VALUES (10375, 'Nitin Nair_10375', 29, 'Male', 'Premium', '2025-08-18', '2026-01-21', 318, 4, 1);
INSERT INTO Customer VALUES (10376, 'Diya Verma_10376', 44, 'Other', 'Standard', '2024-08-06', '2026-02-03', 479, 2, 0);
INSERT INTO Customer VALUES (10377, 'Neha Menon_10377', 68, 'Female', 'Standard', '2025-11-26', '2026-03-13', 146, 3, 0);
INSERT INTO Customer VALUES (10378, 'Rohan Chatterjee_10378', 58, 'Male', 'Standard', '2023-11-03', '2026-02-16', 488, 3, 0);
INSERT INTO Customer VALUES (10379, 'Krishna Gupta_10379', 51, 'Other', 'Basic', '2024-02-09', '2026-03-11', 109, 4, 1);
INSERT INTO Customer VALUES (10380, 'Anika Shah_10380', 66, 'Male', 'Standard', '2026-04-23', '2026-04-03', 66, 2, 1);
INSERT INTO Customer VALUES (10381, 'Arjun Trivedi_10381', 27, 'Male', 'Basic', '2023-12-22', '2026-04-13', 62, 3, 0);
INSERT INTO Customer VALUES (10382, 'Alok Reddy_10382', 49, 'Female', 'Standard', '2023-10-08', '2026-04-26', 460, 4, 0);
INSERT INTO Customer VALUES (10383, 'Kavya Pillai_10383', 59, 'Female', 'Basic', '2024-04-12', '2026-03-01', 364, 3, 0);
INSERT INTO Customer VALUES (10384, 'Pooja Singh_10384', 60, 'Female', 'Basic', '2024-02-05', '2026-02-06', 32, 1, 0);
INSERT INTO Customer VALUES (10385, 'Amit Iyer_10385', 50, 'Other', 'Premium', '2025-09-01', '2026-03-09', 461, 2, 0);
INSERT INTO Customer VALUES (10386, 'Navya Sharma_10386', 18, 'Female', 'Basic', '2026-02-26', '2026-04-18', 292, 3, 0);
INSERT INTO Customer VALUES (10387, 'Alok Nair_10387', 36, 'Other', 'Basic', '2024-09-06', '2026-03-18', 369, 4, 0);
INSERT INTO Customer VALUES (10388, 'Rohan Singh_10388', 56, 'Other', 'Standard', '2025-11-18', '2026-04-08', 6, 5, 0);
INSERT INTO Customer VALUES (10389, 'Rahul Desai_10389', 55, 'Female', 'Standard', '2024-12-31', '2026-04-18', 141, 4, 1);
INSERT INTO Customer VALUES (10390, 'Karan Menon_10390', 66, 'Female', 'Basic', '2026-02-04', '2026-03-06', 176, 1, 0);
INSERT INTO Customer VALUES (10391, 'Reyansh Menon_10391', 54, 'Other', 'Basic', '2023-12-30', '2026-02-16', 196, 4, 1);
INSERT INTO Customer VALUES (10392, 'Navya Pillai_10392', 47, 'Male', 'Basic', '2023-09-21', '2026-02-21', 10, 5, 1);
INSERT INTO Customer VALUES (10393, 'Deepak Kulkarni_10393', 46, 'Male', 'Premium', '2024-10-16', '2026-04-15', 285, 5, 0);
INSERT INTO Customer VALUES (10394, 'Ira Das_10394', 65, 'Other', 'Premium', '2025-06-19', '2026-02-09', 353, 1, 0);
INSERT INTO Customer VALUES (10395, 'Shaurya Kapoor_10395', 32, 'Other', 'Premium', '2025-06-24', '2026-02-15', 147, 3, 0);
INSERT INTO Customer VALUES (10396, 'Sneha Menon_10396', 32, 'Other', 'Premium', '2025-09-02', '2026-02-16', 391, 4, 0);
INSERT INTO Customer VALUES (10397, 'Ankit Kulkarni_10397', 56, 'Other', 'Premium', '2024-12-24', '2026-01-28', 260, 3, 0);
INSERT INTO Customer VALUES (10398, 'Anaya Pandya_10398', 47, 'Female', 'Basic', '2025-04-08', '2026-02-02', 270, 3, 1);
INSERT INTO Customer VALUES (10399, 'Kavya Joshi_10399', 43, 'Male', 'Standard', '2026-03-06', '2026-03-31', 166, 4, 1);
INSERT INTO Customer VALUES (10400, 'Navya Chauhan_10400', 68, 'Female', 'Basic', '2024-04-07', '2026-02-21', 465, 3, 0);
INSERT INTO Customer VALUES (10401, 'Aadhya Mishra_10401', 64, 'Other', 'Basic', '2024-04-14', '2026-03-06', 46, 5, 0);
INSERT INTO Customer VALUES (10402, 'Vikas Mishra_10402', 47, 'Female', 'Premium', '2023-08-15', '2026-03-01', 176, 5, 1);
INSERT INTO Customer VALUES (10403, 'Pooja Shah_10403', 61, 'Other', 'Standard', '2025-03-05', '2026-04-08', 217, 2, 1);
INSERT INTO Customer VALUES (10404, 'Rahul Kumar_10404', 54, 'Male', 'Basic', '2024-04-28', '2026-01-22', 207, 5, 0);
INSERT INTO Customer VALUES (10405, 'Aadhya Singh_10405', 49, 'Other', 'Standard', '2025-01-26', '2026-03-05', 91, 3, 1);
INSERT INTO Customer VALUES (10406, 'Aditya Kulkarni_10406', 19, 'Male', 'Basic', '2024-05-01', '2026-04-19', 197, 2, 1);
INSERT INTO Customer VALUES (10407, 'Karan Jain_10407', 35, 'Female', 'Premium', '2024-09-23', '2026-03-01', 73, 4, 0);
INSERT INTO Customer VALUES (10408, 'Shaurya Singh_10408', 18, 'Other', 'Standard', '2025-06-08', '2026-03-25', 308, 4, 0);
INSERT INTO Customer VALUES (10409, 'Sneha Naidu_10409', 52, 'Other', 'Premium', '2023-08-11', '2026-03-31', 129, 3, 0);
INSERT INTO Customer VALUES (10410, 'Suresh Pillai_10410', 36, 'Other', 'Basic', '2025-12-17', '2026-03-05', 483, 3, 0);
INSERT INTO Customer VALUES (10411, 'Reyansh Chauhan_10411', 37, 'Other', 'Basic', '2024-04-16', '2026-02-23', 376, 4, 1);
INSERT INTO Customer VALUES (10412, 'Anaya Shah_10412', 50, 'Male', 'Basic', '2024-03-17', '2026-02-15', 325, 3, 0);
INSERT INTO Customer VALUES (10413, 'Karan Menon_10413', 63, 'Other', 'Standard', '2024-10-15', '2026-03-03', 399, 1, 0);
INSERT INTO Customer VALUES (10414, 'Ira Iyer_10414', 59, 'Other', 'Premium', '2023-10-18', '2026-03-28', 474, 1, 0);
INSERT INTO Customer VALUES (10415, 'Vivaan Ghosh_10415', 46, 'Female', 'Basic', '2024-01-29', '2026-03-17', 267, 3, 1);
INSERT INTO Customer VALUES (10416, 'Ishaan Iyer_10416', 23, 'Female', 'Premium', '2025-10-08', '2026-04-25', 319, 5, 0);
INSERT INTO Customer VALUES (10417, 'Arjun Chauhan_10417', 36, 'Other', 'Basic', '2024-05-02', '2026-04-19', 51, 2, 0);
INSERT INTO Customer VALUES (10418, 'Arjun Gupta_10418', 44, 'Male', 'Standard', '2024-02-20', '2026-02-20', 46, 5, 0);
INSERT INTO Customer VALUES (10419, 'Diya Jain_10419', 50, 'Other', 'Standard', '2023-09-16', '2026-03-07', 135, 2, 1);
INSERT INTO Customer VALUES (10420, 'Vihaan Kapoor_10420', 58, 'Male', 'Basic', '2023-09-19', '2026-03-09', 472, 2, 1);
INSERT INTO Customer VALUES (10421, 'Meera Jain_10421', 57, 'Male', 'Basic', '2023-09-13', '2026-01-29', 300, 2, 0);
INSERT INTO Customer VALUES (10422, 'Sneha Nair_10422', 25, 'Male', 'Premium', '2025-12-31', '2026-04-18', 205, 1, 1);
INSERT INTO Customer VALUES (10423, 'Vikas Sharma_10423', 35, 'Female', 'Premium', '2025-02-07', '2026-02-16', 26, 4, 0);
INSERT INTO Customer VALUES (10424, 'Deepak Bansal_10424', 47, 'Male', 'Basic', '2026-03-02', '2026-04-12', 387, 3, 1);
INSERT INTO Customer VALUES (10425, 'Kavya Pandya_10425', 60, 'Female', 'Standard', '2024-12-31', '2026-03-09', 126, 1, 0);
INSERT INTO Customer VALUES (10426, 'Navya Jain_10426', 57, 'Female', 'Premium', '2025-01-12', '2026-02-12', 158, 4, 1);
INSERT INTO Customer VALUES (10427, 'Ankit Mehta_10427', 37, 'Male', 'Premium', '2024-07-05', '2026-04-20', 240, 5, 1);
INSERT INTO Customer VALUES (10428, 'Ankit Kulkarni_10428', 61, 'Male', 'Standard', '2024-11-05', '2026-04-01', 174, 2, 0);
INSERT INTO Customer VALUES (10429, 'Vivaan Mishra_10429', 61, 'Other', 'Basic', '2024-03-14', '2026-04-20', 96, 2, 1);
INSERT INTO Customer VALUES (10430, 'Reyansh Yadav_10430', 26, 'Female', 'Standard', '2025-04-20', '2026-02-08', 415, 3, 1);
INSERT INTO Customer VALUES (10431, 'Pooja Mehta_10431', 19, 'Male', 'Premium', '2025-10-16', '2026-01-27', 238, 1, 0);
INSERT INTO Customer VALUES (10432, 'Rahul Singh_10432', 67, 'Other', 'Premium', '2023-11-03', '2026-04-27', 316, 4, 0);
INSERT INTO Customer VALUES (10433, 'Alok Chauhan_10433', 19, 'Female', 'Standard', '2024-10-04', '2026-01-30', 9, 2, 0);
INSERT INTO Customer VALUES (10434, 'Pari Shetty_10434', 41, 'Female', 'Standard', '2025-09-18', '2026-03-15', 474, 1, 1);
INSERT INTO Customer VALUES (10435, 'Aarav Shetty_10435', 27, 'Female', 'Premium', '2025-02-20', '2026-04-06', 499, 4, 0);
INSERT INTO Customer VALUES (10436, 'Riya Das_10436', 31, 'Male', 'Premium', '2025-09-17', '2026-01-24', 94, 5, 0);
INSERT INTO Customer VALUES (10437, 'Neha Kumar_10437', 66, 'Female', 'Basic', '2026-03-05', '2026-04-28', 476, 5, 0);
INSERT INTO Customer VALUES (10438, 'Sneha Singh_10438', 27, 'Other', 'Premium', '2025-06-11', '2026-03-04', 438, 2, 1);
INSERT INTO Customer VALUES (10439, 'Vikas Yadav_10439', 37, 'Male', 'Standard', '2023-10-25', '2026-04-12', 453, 5, 1);
INSERT INTO Customer VALUES (10440, 'Sai Naidu_10440', 38, 'Other', 'Premium', '2024-02-09', '2026-02-01', 128, 3, 0);
INSERT INTO Customer VALUES (10441, 'Anaya Yadav_10441', 58, 'Male', 'Basic', '2024-09-10', '2026-04-14', 492, 5, 1);
INSERT INTO Customer VALUES (10442, 'Rohan Mishra_10442', 21, 'Other', 'Basic', '2024-10-14', '2026-03-04', 414, 1, 0);
INSERT INTO Customer VALUES (10443, 'Suresh Das_10443', 45, 'Male', 'Premium', '2023-09-19', '2026-02-14', 238, 5, 1);
INSERT INTO Customer VALUES (10444, 'Aanya Singh_10444', 42, 'Other', 'Standard', '2025-01-08', '2026-03-06', 161, 5, 1);
INSERT INTO Customer VALUES (10445, 'Ishaan Pillai_10445', 53, 'Male', 'Premium', '2024-12-13', '2026-03-20', 285, 3, 1);
INSERT INTO Customer VALUES (10446, 'Ira Chauhan_10446', 36, 'Female', 'Basic', '2024-08-27', '2026-02-18', 288, 4, 0);
INSERT INTO Customer VALUES (10447, 'Aanya Trivedi_10447', 68, 'Other', 'Premium', '2024-10-03', '2026-03-18', 434, 4, 1);
INSERT INTO Customer VALUES (10448, 'Navya Pillai_10448', 68, 'Male', 'Standard', '2023-09-29', '2026-02-07', 246, 5, 1);
INSERT INTO Customer VALUES (10449, 'Anika Yadav_10449', 52, 'Female', 'Standard', '2025-04-23', '2026-02-04', 75, 3, 0);
INSERT INTO Customer VALUES (10450, 'Krishna Trivedi_10450', 51, 'Male', 'Standard', '2024-08-12', '2026-04-27', 467, 3, 1);
INSERT INTO Customer VALUES (10451, 'Amit Joshi_10451', 23, 'Female', 'Standard', '2026-01-23', '2026-04-26', 333, 2, 1);
INSERT INTO Customer VALUES (10452, 'Alok Pandya_10452', 54, 'Other', 'Basic', '2025-01-24', '2026-03-08', 137, 5, 0);
INSERT INTO Customer VALUES (10453, 'Pari Menon_10453', 66, 'Female', 'Basic', '2024-12-01', '2026-01-23', 125, 1, 1);
INSERT INTO Customer VALUES (10454, 'Diya Kapoor_10454', 54, 'Female', 'Premium', '2024-11-05', '2026-02-07', 64, 4, 0);
INSERT INTO Customer VALUES (10455, 'Shaurya Jain_10455', 27, 'Other', 'Premium', '2025-12-10', '2026-04-21', 308, 3, 1);
INSERT INTO Customer VALUES (10456, 'Ira Patel_10456', 22, 'Male', 'Premium', '2024-07-03', '2026-03-20', 32, 5, 1);
INSERT INTO Customer VALUES (10457, 'Anaya Chauhan_10457', 26, 'Other', 'Premium', '2023-11-21', '2026-04-20', 174, 1, 1);
INSERT INTO Customer VALUES (10458, 'Amit Naidu_10458', 28, 'Male', 'Standard', '2025-11-19', '2026-01-29', 352, 1, 1);
INSERT INTO Customer VALUES (10459, 'Saanvi Trivedi_10459', 51, 'Other', 'Basic', '2024-02-28', '2026-03-15', 437, 3, 0);
INSERT INTO Customer VALUES (10460, 'Deepak Nair_10460', 23, 'Female', 'Premium', '2024-04-01', '2026-03-15', 154, 1, 1);
INSERT INTO Customer VALUES (10461, 'Simran Ghosh_10461', 36, 'Male', 'Premium', '2025-04-12', '2026-03-16', 233, 5, 0);
INSERT INTO Customer VALUES (10462, 'Aadhya Jain_10462', 31, 'Other', 'Basic', '2024-08-19', '2026-02-07', 75, 3, 0);
INSERT INTO Customer VALUES (10463, 'Aditya Desai_10463', 39, 'Other', 'Standard', '2025-05-27', '2026-02-13', 248, 5, 1);
INSERT INTO Customer VALUES (10464, 'Alok Yadav_10464', 51, 'Female', 'Premium', '2026-02-27', '2026-02-12', 273, 3, 1);
